Date,Open,High,Low,Close,Adj Close,Volume,polarity,subjectivity
2018-12-25,4081.030518,4089.561523,3760.020508,3815.490723,3815.490723,6158207293,0.09269147599933626,0.470742893690492
2018-12-26,3819.666748,3893.359619,3769.86377,3857.297607,3857.297607,5326547918,0.08575992622978816,0.4759784192704985
2018-12-27,3854.688477,3874.416992,3645.448486,3654.833496,3654.833496,5130222366,0.08297225530473248,0.46963953406647474
2018-12-28,3653.131836,3956.135986,3642.63208,3923.918701,3923.918701,5631554348,0.09957177530053024,0.45808697268183435
2018-12-29,3932.491699,3963.758789,3820.408691,3820.408691,3820.408691,4991655917,0.09852238988974796,0.4736903134064706
2018-12-30,3822.384766,3901.908936,3797.219238,3865.952637,3865.952637,4770578575,0.09916403950613752,0.4656837927735505
2018-12-31,3866.839111,3868.74292,3725.867432,3742.700439,3742.700439,4661840806,0.11167240950752463,0.4790589527431633
2019-01-01,3746.713379,3850.913818,3707.231201,3843.52002,3843.52002,4324200990,0.07975389510642966,0.4675820333020794
2019-01-02,3849.216309,3947.981201,3817.409424,3943.409424,3943.409424,5244856836,0.11594712059449414,0.4695749251829019
2019-01-03,3931.048584,3935.685059,3826.2229,3836.741211,3836.741211,4530215219,0.1608147019269468,0.5131137811545975
2019-01-04,3832.040039,3865.93457,3783.85376,3857.717529,3857.717529,4847965467,0.14888604500190586,0.5046464135968853
2019-01-05,3851.973877,3904.903076,3836.900146,3845.19458,3845.19458,5137609824,0.11010375793045074,0.5155836072970672
2019-01-06,3836.519043,4093.297363,3826.513184,4076.632568,4076.632568,5597027440,0.11082481851399263,0.49565086302586303
2019-01-07,4078.584961,4092.613525,4020.894043,4025.248291,4025.248291,5228625637,0.1306203112387241,0.48664869024773294
2019-01-08,4028.472168,4109.020996,3996.955322,4030.8479,4030.8479,5306593305,0.15049831044405695,0.5004764493479771
2019-01-09,4031.552002,4068.403564,4022.662842,4035.296387,4035.296387,5115905225,0.13310508391701315,0.5248849881726594
2019-01-10,4034.411377,4064.06665,3659.174561,3678.924561,3678.924561,6874143796,0.14230204590110537,0.5104396002909353
2019-01-11,3674.015381,3713.881836,3653.069824,3687.365479,3687.365479,5538712865,0.13485443537626757,0.5058160486139939
2019-01-12,3686.973145,3698.978271,3653.810791,3661.301025,3661.301025,4778170883,0.09104369636211741,0.501985970608339
2019-01-13,3658.868164,3674.76001,3544.927246,3552.953125,3552.953125,4681302466,0.1232524687494567,0.5048672069229299
2019-01-14,3557.311035,3727.836182,3552.285156,3706.052246,3706.052246,5651384490,0.14972439765621584,0.48605577662143323
2019-01-15,3704.216309,3720.15332,3619.949219,3630.675293,3630.675293,5537192302,0.12781951323284452,0.49396528029532955
2019-01-16,3631.509766,3685.7771,3624.67334,3655.006836,3655.006836,5394457145,0.1850663314522611,0.4909626071696838
2019-01-17,3651.871094,3680.135986,3621.960938,3678.563965,3678.563965,5464420383,0.1800283937766087,0.49788556430082526
2019-01-18,3677.990479,3682.52002,3637.080811,3657.839355,3657.839355,5002961727,0.18268185157455566,0.5031175234718687
2019-01-19,3652.37793,3758.533447,3652.37793,3728.568359,3728.568359,5955691380,0.18447796525989438,0.5015560468008983
2019-01-20,3725.446045,3743.387939,3583.019531,3601.013672,3601.013672,5582489560,0.17710506334004922,0.5063420273281282
2019-01-21,3600.372803,3608.84082,3558.537109,3576.032471,3576.032471,5004347059,0.17084423380072183,0.49248127905002403
2019-01-22,3575.081299,3620.746582,3539.721436,3604.577148,3604.577148,5313623556,0.18393503652771137,0.486989031278458
2019-01-23,3605.557129,3623.067871,3565.313965,3585.123047,3585.123047,5433755649,0.17985597101082482,0.49184704265734436
2019-01-24,3584.500244,3616.087402,3569.092773,3600.865479,3600.865479,5262869046,0.1741785064123877,0.49415291758333685
2019-01-25,3607.390381,3612.927734,3575.597412,3599.765869,3599.765869,5265847539,0.18691371731219503,0.49448561344118036
2019-01-26,3599.715332,3654.933105,3593.345947,3602.460449,3602.460449,5098183235,0.1870572174484941,0.49151307099727537
2019-01-27,3604.687256,3612.671387,3567.24585,3583.96582,3583.96582,5570752966,0.1930279564737463,0.4985471697651999
2019-01-28,3584.283203,3586.750977,3439.23291,3470.450439,3470.450439,6908930483,0.07367626308290866,0.46285899227354926
2019-01-29,3468.870117,3476.06543,3400.819824,3448.116943,3448.116943,5897159493,0.10044690831202156,0.4877908575776793
2019-01-30,3443.896973,3495.174805,3429.387939,3486.181641,3486.181641,5955112627,0.08177711578098974,0.48771277463736146
2019-01-31,3485.40918,3504.804932,3447.915771,3457.792725,3457.792725,5831198271,0.10421704665704665,0.47897242905242904
2019-02-01,3460.547119,3501.954102,3431.591553,3487.945313,3487.945313,5422926707,0.09464092439762997,0.4827075638170486
2019-02-02,3484.625977,3523.287354,3467.574707,3521.060791,3521.060791,5071623601,0.08163650117243867,0.46397658489658494
2019-02-03,3516.139648,3521.388184,3447.924316,3464.013428,3464.013428,5043937584,0.08949542101513056,0.4853470687910522
2019-02-04,3467.21167,3476.223877,3442.586914,3459.154053,3459.154053,5332718886,0.0874206240681863,0.476410511457192
2019-02-05,3454.950928,3478.148193,3451.937012,3466.357422,3466.357422,5227549545,0.11837450239252012,0.47897220071808977
2019-02-06,3469.091797,3469.091797,3398.56543,3413.767822,3413.767822,5482196038,0.1317347425056569,0.488550534528161
2019-02-07,3414.929443,3427.945557,3394.218506,3399.47168,3399.47168,5004962683,0.11001332332319928,0.48554397344950784
2019-02-08,3401.376465,3695.614014,3391.023682,3666.780273,3666.780273,7735623101,0.11631431011358397,0.47725709226227897
2019-02-09,3671.585938,3679.941406,3646.559326,3671.203613,3671.203613,6158833645,0.08352569157801715,0.4715175061802969
2019-02-10,3673.201416,3695.036133,3640.97998,3690.188232,3690.188232,6282256903,0.08721169616134894,0.4611689647800759
2019-02-11,3695.613037,3695.613037,3642.287842,3648.430664,3648.430664,6277056434,0.12592002254368803,0.4759901552015177
2019-02-12,3642.751953,3668.586914,3618.556885,3653.528564,3653.528564,6480384532,0.1992139260136407,0.4681357202368403
2019-02-13,3653.604004,3669.746582,3617.246338,3632.070557,3632.070557,6438903823,0.18892764536987722,0.4593817522149541
2019-02-14,3631.170166,3646.256592,3607.697754,3616.880859,3616.880859,6271044418,0.18008649786427564,0.4603964040075151
2019-02-15,3617.368408,3647.795166,3608.206543,3620.810791,3620.810791,6091952231,0.17374216464709136,0.46648590370903076
2019-02-16,3615.270264,3652.841309,3615.270264,3629.787598,3629.787598,5934744052,0.13692788105558776,0.49558497422670655
2019-02-17,3633.359375,3680.537354,3619.182129,3673.836182,3673.836182,7039512503,0.15190955003720538,0.4674297882665514
2019-02-18,3671.369873,3936.665039,3669.982422,3915.714355,3915.714355,9908216640,0.19013243399281002,0.4669030982245268
2019-02-19,3911.661621,4010.879395,3908.153076,3947.094482,3947.094482,9933626655,0.1798816223884293,0.5054619065081112
2019-02-20,3946.685059,4000.486328,3926.246826,3999.820557,3999.820557,8693373948,0.16060645138794313,0.48135371380858744
2019-02-21,4000.256836,4010.009521,3940.108154,3954.118164,3954.118164,7775128102,0.17153662994938865,0.47438015092556535
2019-02-22,3952.406494,4006.53833,3950.816406,4005.526611,4005.526611,7826525254,0.15670629939154307,0.4860467386604571
2019-02-23,3998.91626,4166.286133,3968.726807,4142.526855,4142.526855,8922258316,0.15687394137049382,0.4868289112060156
2019-02-24,4145.458008,4210.641602,3793.708984,3810.42749,3810.42749,10794227451,0.1289176847442215,0.47841529959661827
2019-02-25,3807.002441,3913.707275,3807.002441,3882.696289,3882.696289,9318796067,0.16651250413731972,0.48766314515241554
2019-02-26,3878.697266,3891.578857,3837.986328,3854.35791,3854.35791,7931218996,0.18102526100295285,0.508752616971296
2019-02-27,3857.479736,3888.80249,3787.058838,3851.047363,3851.047363,8301309684,0.16958453086095548,0.5101524912995501
2019-02-28,3848.261963,3906.05835,3845.821289,3854.7854,3854.7854,8399767798,0.17994137859225323,0.5008761433739568
2019-03-01,3853.75708,3907.79541,3851.692383,3859.58374,3859.58374,7661247975,0.17558448660369533,0.5214786214040802
2019-03-02,3855.318115,3874.607422,3832.12793,3864.415039,3864.415039,7578786076,0.1504888543169793,0.5106993212548768
2019-03-03,3862.266113,3875.483643,3836.905762,3847.175781,3847.175781,7253558152,0.1874546053180103,0.4924555277553015
2019-03-04,3845.091553,3867.381836,3733.749756,3761.557129,3761.557129,9029175788,0.1513849052666317,0.4877643793260385
2019-03-05,3759.83252,3903.916748,3745.183105,3896.375,3896.375,10174126415,0.16246800386309315,0.4971381283881284
2019-03-06,3897.081055,3919.510498,3871.460693,3903.942627,3903.942627,9175291529,0.1374439133554533,0.4742779310118652
2019-03-07,3903.384766,3939.373291,3894.113037,3911.484375,3911.484375,9584165519,0.14503426754596194,0.4685841171563763
2019-03-08,3913.22583,3950.432129,3875.228516,3901.131592,3901.131592,10638638944,0.2181134022803165,0.49715514682708745
2019-03-09,3894.55249,3987.237793,3892.390381,3963.313721,3963.313721,10796103518,0.12763802592135004,0.4927121877426081
2019-03-10,3966.174316,3966.174316,3924.381104,3951.599854,3951.599854,9713267607,0.14916836409204828,0.512488021189337
2019-03-11,3953.740234,3966.384766,3889.239014,3905.227295,3905.227295,10125901903,0.14291341869223206,0.5101359051909761
2019-03-12,3903.758301,3926.88916,3863.559082,3909.15625,3909.15625,9809887079,0.1684453302954892,0.5067696680281426
2019-03-13,3913.047363,3926.597656,3891.904297,3906.717285,3906.717285,9469184841,0.16272174601770906,0.49502986507655766
2019-03-14,3905.576904,3946.504395,3901.296875,3924.369141,3924.369141,10480789570,0.15321084855773265,0.46533068263716104
2019-03-15,3926.66333,3968.542969,3914.015381,3960.911133,3960.911133,9394210605,0.13939882767658326,0.47776980208290115
2019-03-16,3963.900146,4077.036377,3961.657471,4048.72583,4048.72583,9856166973,0.14124452037132543,0.4868358937492511
2019-03-17,4047.719482,4054.12207,4006.411133,4025.229004,4025.229004,8221625400,0.21069210405814826,0.48561392635706657
2019-03-18,4029.968506,4071.556641,4009.117188,4032.507324,4032.507324,9646954186,0.2145449661892481,0.4955325211768981
2019-03-19,4032.691895,4082.216064,4023.8125,4071.190186,4071.190186,9344919956,0.17320697157682918,0.4697432103395316
2019-03-20,4070.793945,4089.461914,4031.11084,4087.476318,4087.476318,10175916388,0.15430442488542648,0.487856249719673
2019-03-21,4083.953857,4097.359863,4005.151367,4029.326904,4029.326904,10831212662,0.17435171250960063,0.4872868624804109
2019-03-22,4028.514648,4053.906738,4021.54248,4023.968262,4023.968262,9252935969,0.17419272731539304,0.49700649606082614
2019-03-23,4022.713379,4049.882568,4015.9646,4035.826416,4035.826416,9578850549,0.1393799141578404,0.4778974468667509
2019-03-24,4035.163574,4040.699707,4006.192871,4022.168213,4022.168213,9144851065,0.12832854930848758,0.4708685695877054
2019-03-25,4024.112793,4038.84082,3934.03125,3963.070557,3963.070557,10359818883,0.11509243427020244,0.46336184197386626
2019-03-26,3969.22876,3985.080811,3944.753174,3985.080811,3985.080811,10707678815,0.15824867619568425,0.4749274367511647
2019-03-27,3984.244873,4087.066162,3977.810547,4087.066162,4087.066162,10897131934,0.14354182016183237,0.4570185285067207
2019-03-28,4087.584473,4094.9021,4040.266357,4069.107178,4069.107178,9353915899,0.18102454019411213,0.5010182703144034
2019-03-29,4068.299805,4113.500977,4034.097168,4098.374512,4098.374512,10918665557,0.15079969913303248,0.4661653907487241
2019-03-30,4092.13623,4296.806641,4053.909668,4106.660156,4106.660156,9732688060,0.15389200074476078,0.4880561622920199
2019-03-31,4105.456055,4113.023438,4094.10083,4105.404297,4105.404297,9045122443,0.15627752839408904,0.44400827713816954
2019-04-01,4105.362305,4164.953125,4096.901367,4158.183105,4158.183105,10157794171,0.18047476705833848,0.4833647660276232
2019-04-02,4156.919434,4905.95459,4155.316895,4879.87793,4879.87793,21315047816,0.14799200612733535,0.47390171924984453
2019-04-03,4879.958008,5307.003418,4876.621094,4973.021973,4973.021973,22899891582,0.1694517374525568,0.47442968760464566
2019-04-04,4971.307617,5063.159668,4836.793945,4922.798828,4922.798828,18251810240,0.14465592399961955,0.4771907506056267
2019-04-05,4922.806152,5053.509766,4919.491699,5036.681152,5036.681152,16837325387,0.14614303079695612,0.48276776201519134
2019-04-06,5036.792969,5205.821777,4992.222168,5059.817383,5059.817383,16929795194,0.13647141253511447,0.4703625968049045
2019-04-07,5062.793945,5235.186523,5050.412109,5198.896973,5198.896973,16655416140,0.13710584533514597,0.4624837585006396
2019-04-08,5199.835449,5318.836426,5148.211914,5289.770996,5289.770996,17154113634,0.1978470868417297,0.48160492842967434
2019-04-09,5289.917969,5289.917969,5167.418945,5204.958496,5204.958496,14722104361,0.15824875607214747,0.45968679018047076
2019-04-10,5204.105469,5421.651367,5193.382324,5324.551758,5324.551758,15504590933,0.19540623103108704,0.47896702940933716
2019-04-11,5325.081543,5354.225586,5017.296387,5064.487793,5064.487793,16555616019,0.16193927408852482,0.4849686108771716
2019-04-12,5061.200684,5103.274414,4955.852539,5089.539063,5089.539063,13675206312,0.17938775159495074,0.4759675397032131
2019-04-13,5088.850098,5127.12207,5061.589355,5096.586426,5096.586426,10823289598,0.16590946957968203,0.4820771993652143
2019-04-14,5095.758789,5184.016113,5053.568359,5167.722168,5167.722168,10391952498,0.1398211591717916,0.46580076845553037
2019-04-15,5167.321777,5196.606934,5024.069336,5067.108398,5067.108398,12290155061,0.16503380843875962,0.4710251210797761
2019-04-16,5066.577637,5238.945313,5055.194824,5235.55957,5235.55957,11618660197,0.16953508004758006,0.47550097500097505
2019-04-17,5236.135254,5274.275391,5219.205566,5251.937988,5251.937988,12438480677,0.1559915259724911,0.47243228642638246
2019-04-18,5251.480469,5319.986328,5250.506836,5298.385742,5298.385742,13256489918,0.1633053048469158,0.48596924048545037
2019-04-19,5298.154297,5336.680176,5233.334961,5303.8125,5303.8125,13780238655,0.17784473008803367,0.4654688912278198
2019-04-20,5304.160645,5358.490723,5295.87793,5337.88623,5337.88623,13169647522,0.21557194148414194,0.4702545621117512
2019-04-21,5335.878906,5359.924805,5257.339355,5314.53125,5314.53125,13731844223,0.26023746767393824,0.5043299434117081
2019-04-22,5312.494629,5422.6875,5280.276855,5399.365234,5399.365234,14601631648,0.18313929353830422,0.4736807352772027
2019-04-23,5399.365723,5633.802246,5389.408691,5572.362305,5572.362305,15867308108,0.1993312617227961,0.4828217988246648
2019-04-24,5571.508301,5642.044434,5418.263184,5464.866699,5464.866699,17048033399,0.22373174752357083,0.4760869919206386
2019-04-25,5466.524414,5542.238281,5181.338867,5210.515625,5210.515625,15330283408,0.20972265894861244,0.4840463513522647
2019-04-26,5210.304688,5383.634277,5177.368652,5279.348145,5279.348145,16812108040,0.19233199252899638,0.49012070818642983
2019-04-27,5279.471191,5310.75,5233.635742,5268.291016,5268.291016,13111274675,0.17452956355019544,0.5091284972189668
2019-04-28,5271.746582,5326.231934,5255.683594,5285.13916,5285.13916,12819992056,0.1841825413805771,0.48122924726067584
2019-04-29,5284.858398,5311.274902,5216.487793,5247.352539,5247.352539,13735490672,0.21756217330376676,0.49211437953550363
2019-04-30,5247.726074,5363.257324,5224.189941,5350.726563,5350.726563,13878964574,0.226932690376653,0.5112198695718443
2019-05-01,5350.914551,5418.003906,5347.645996,5402.697266,5402.697266,13679528236,0.18469351230233683,0.49381355169973057
2019-05-02,5402.422852,5522.262695,5394.217285,5505.283691,5505.283691,14644460907,0.1892339505918855,0.4997307684315173
2019-05-03,5505.552246,5865.881836,5490.20166,5768.289551,5768.289551,18720780006,0.19956141278608405,0.47825170296706565
2019-05-04,5769.202637,5886.893555,5645.469238,5831.16748,5831.16748,17567780766,0.20787134505729365,0.49636714770978957
2019-05-05,5831.068359,5833.862793,5708.035156,5795.708496,5795.708496,14808830723,0.18794382903207607,0.46869277827507294
2019-05-06,5791.693359,5802.95752,5653.6875,5746.807129,5746.807129,15737171804,0.1852328739024319,0.4845104013904598
2019-05-07,5745.599121,5988.178223,5741.395996,5829.501465,5829.501465,18026409033,0.20041814081745915,0.46092110372792194
2019-05-08,5849.481445,5989.980957,5794.71582,5982.45752,5982.45752,15320605300,0.2029360280467366,0.49286118658460626
2019-05-09,5982.316406,6183.039063,5982.316406,6174.528809,6174.528809,16784645411,0.2042982049847271,0.49203729877113045
2019-05-10,6175.822754,6434.617676,6161.519043,6378.849121,6378.849121,19419875368,0.19914550135890635,0.5031028067637758
2019-05-11,6379.666992,7333.00293,6375.69873,7204.771484,7204.771484,28867562329,0.20961818796647502,0.509037716453359
2019-05-12,7203.507324,7503.87207,6815.770996,6972.371582,6972.371582,27773333680,0.21706962105787014,0.5035849881712471
2019-05-13,6971.178223,8047.413086,6898.282227,7814.915039,7814.915039,28677672181,0.2055697239181827,0.501826121346294
2019-05-14,7807.884277,8268.712891,7696.391113,7994.416016,7994.416016,32031452227,0.2037610198436111,0.5030328008853686
2019-05-15,7989.374512,8216.423828,7899.106934,8205.167969,8205.167969,28344112920,0.20660574393665737,0.5124804048653563
2019-05-16,8194.500977,8320.824219,7729.608398,7884.90918,7884.90918,33167197581,0.2276181564798123,0.5069601549655066
2019-05-17,7886.925781,7929.145508,7038.124512,7343.895508,7343.895508,30066644905,0.19695578492511626,0.5071258486355397
2019-05-18,7341.664551,7447.271973,7251.504395,7271.208008,7271.208008,21354286562,0.21578414401286253,0.5003937990892722
2019-05-19,7267.962891,8261.941406,7267.962891,8197.689453,8197.689453,25902422040,0.21528757238617327,0.5001916998991257
2019-05-20,8196.923828,8200.967773,7678.781738,7978.309082,7978.309082,23843404340,0.1934749235894443,0.5082868707072545
2019-05-21,7977.969238,8062.167969,7843.339844,7963.327637,7963.327637,25127245056,0.18622419920874853,0.5098531988577731
2019-05-22,7956.291992,7997.612305,7615.987305,7680.066406,7680.066406,24719473175,0.1981118210196106,0.4994868773701436
2019-05-23,7677.269043,7943.791504,7533.196777,7881.84668,7881.84668,24457107820,0.1950313544060195,0.4993732524797588
2019-05-24,7881.695313,8140.719727,7824.44873,7987.371582,7987.371582,25919126991,0.23065082228874575,0.5054850980821548
2019-05-25,7991.885254,8117.925781,7965.976074,8052.543945,8052.543945,22256813107,0.21871639974183688,0.5128345945495818
2019-05-26,8055.206055,8687.520508,7924.67041,8673.21582,8673.21582,26677970091,0.20495053693311036,0.5148076411123342
2019-05-27,8674.072266,8907.174805,8668.705078,8805.77832,8805.77832,27949839564,0.20604760280562665,0.5072744156892928
2019-05-28,8802.757813,8807.016602,8634.72168,8719.961914,8719.961914,24226919267,0.20969539396577688,0.5173135483627962
2019-05-29,8718.591797,8755.852539,8482.728516,8659.487305,8659.487305,23473479966,0.19713443172598707,0.5026747665556152
2019-05-30,8661.760742,9008.314453,8221.273438,8319.472656,8319.472656,29246528551,0.19233396846607909,0.4940405422794846
2019-05-31,8320.286133,8586.65918,8172.550781,8574.501953,8574.501953,25365190957,0.1933200805485258,0.4965416606824619
2019-06-01,8573.839844,8625.600586,8481.578125,8564.016602,8564.016602,22488303544,0.21465080819243626,0.4947003332131502
2019-06-02,8565.473633,8809.303711,8561.235352,8742.958008,8742.958008,20266216022,0.20032021634972622,0.4884756002632809
2019-06-03,8741.74707,8743.5,8204.185547,8208.995117,8208.995117,22004511436,0.1931696965585926,0.4863059404127776
2019-06-04,8210.985352,8210.985352,7564.48877,7707.770996,7707.770996,24609731549,0.18579272640206637,0.5032305000634597
2019-06-05,7704.343262,7901.849121,7668.668457,7824.231445,7824.231445,21760923463,0.18906158505718682,0.5006859594244998
2019-06-06,7819.633301,7937.34082,7571.471191,7822.023438,7822.023438,19474611077,0.19146955578254476,0.5009729151688369
2019-06-07,7826.901367,8126.15332,7788.373535,8043.951172,8043.951172,19141423231,0.1994493219061071,0.4990874219564929
2019-06-08,8036.774902,8076.891113,7837.61084,7954.12793,7954.12793,16522722810,0.20323972076164878,0.4973550930297054
2019-06-09,7949.674805,7975.974121,7583.219727,7688.077148,7688.077148,16610726547,0.2011796611885907,0.512687784052782
2019-06-10,7692.284668,8031.909668,7586.730957,8000.32959,8000.32959,18689275117,0.20621916189620176,0.5089326139578794
2019-06-11,8004.243652,8026.394043,7772.803711,7927.714355,7927.714355,17107279932,0.20418955767374805,0.500854006576339
2019-06-12,7925.434082,8196.648438,7862.359863,8145.857422,8145.857422,19034432883,0.21322482386339925,0.4937647837766442
2019-06-13,8145.54541,8311.567383,8087.061035,8230.923828,8230.923828,18669407147,0.20852595200094515,0.49704917779741165
2019-06-14,8230.898438,8710.636719,8183.393066,8693.833008,8693.833008,19831162906,0.19965506744436928,0.500327485921785
2019-06-15,8689.746094,8859.12793,8618.395508,8838.375,8838.375,18371033226,0.19489123898095004,0.5025891611903858
2019-06-16,8841.44043,9335.867188,8814.556641,8994.488281,8994.488281,23348550311,0.20311720077603168,0.5069508258659182
2019-06-17,8988.923828,9416.407227,8988.923828,9320.352539,9320.352539,15562951919,0.1914083085673218,0.5013764747183448
2019-06-18,9335.466797,9348.374023,9004.901367,9081.762695,9081.762695,15848210536,0.1978990831020987,0.49828520322088876
2019-06-19,9078.727539,9299.621094,9070.395508,9273.521484,9273.521484,15546809946,0.20071465709807693,0.5005720289110538
2019-06-20,9273.060547,9594.419922,9232.484375,9527.160156,9527.160156,17846823784,0.2057281116640723,0.5067372068163791
2019-06-21,9525.074219,10144.556641,9525.074219,10144.556641,10144.556641,20624008643,0.1971325084857911,0.5097152836778922
2019-06-22,10175.923828,11157.345703,10107.035156,10701.691406,10701.691406,29995204861,0.18295174500338382,0.5061118854039737
2019-06-23,10696.691406,11246.144531,10556.095703,10855.371094,10855.371094,20998326502,0.20327245294254812,0.5063292116693169
2019-06-24,10853.744141,11065.896484,10610.427734,11011.102539,11011.102539,19271652365,0.20654984091309014,0.5041800518009147
2019-06-25,11007.202148,11790.916992,11007.202148,11790.916992,11790.916992,24879684533,0.19844438114078922,0.5009219106607953
